Card1,Card2,Card3,Card4,Card5,Payout,Payout_4,Payout_13,Payout_31,Payout_51,Increase
4,T,4,A,A,0,0,0,0,0,0
5,T,4,A,A,0,0,0,0,0,0
6,T,4,A,A,0,0,0,0,0,0
7,T,4,A,A,0,0,0,0,0,0
8,T,4,A,A,0,0,0,0,0,0
9,T,4,A,A,0,0,0,0,0,0
T,T,4,A,A,0,0,0,0,0,0
J,T,4,A,A,0,0,0,0,0,0
Q,T,4,A,A,0,0,0,0,0,0
K,T,4,A,A,0,0,0,0,0,0
A,J,4,A,A,0,0,0,0,0,0
2,J,4,A,A,0,0,0,0,0,0
3,J,4,A,A,0,0,0,0,0,0
4,J,4,A,A,0,0,0,0,0,0
5,J,4,A,A,0,0,0,0,0,0
6,J,4,A,A,0,0,0,0,0,0
7,J,4,A,A,0,0,0,0,0,0
8,J,4,A,A,0,0,0,0,0,0
9,J,4,A,A,0,0,0,0,0,0
T,J,4,A,A,0,0,0,0,0,0
J,J,4,A,A,0,0,0,0,0,0
Q,J,4,A,A,0,0,0,0,0,0
K,J,4,A,A,0,0,0,0,0,0
A,Q,4,A,A,0,0,0,0,0,0
2,Q,4,A,A,0,0,0,0,0,0
3,Q,4,A,A,0,0,0,0,0,0
4,Q,4,A,A,0,0,0,0,0,0
5,Q,4,A,A,0,0,0,0,0,0
6,Q,4,A,A,0,0,0,0,0,0
7,Q,4,A,A,0,0,0,0,0,0
8,Q,4,A,A,0,0,0,0,0,0
9,Q,4,A,A,0,0,0,0,0,0
T,Q,4,A,A,0,0,0,0,0,0
J,Q,4,A,A,0,0,0,0,0,0
Q,Q,4,A,A,0,0,0,0,0,0
K,Q,4,A,A,0,0,0,0,0,0
A,K,4,A,A,0,0,0,0,0,0
2,K,4,A,A,0,0,0,0,0,0
3,K,4,A,A,0,0,0,0,0,0
4,K,4,A,A,0,0,0,0,0,0
5,K,4,A,A,0,0,0,0,0,0
6,K,4,A,A,0,0,0,0,0,0
7,K,4,A,A,0,0,0,0,0,0
8,K,4,A,A,0,0,0,0,0,0
9,K,4,A,A,0,0,0,0,0,0
T,K,4,A,A,0,0,0,0,0,0
J,K,4,A,A,0,0,0,0,0,0
Q,K,4,A,A,0,0,0,0,0,0
K,K,4,A,A,0,0,0,0,0,0
A,A,5,A,A,31,0,0,1,0,1
2,A,5,A,A,0,0,0,0,0,0
3,A,5,A,A,0,0,0,0,0,0
4,A,5,A,A,0,0,0,0,0,0
5,A,5,A,A,0,0,0,0,0,0
6,A,5,A,A,0,0,0,0,0,0
7,A,5,A,A,0,0,0,0,0,0
8,A,5,A,A,0,0,0,0,0,0
9,A,5,A,A,0,0,0,0,0,0
T,A,5,A,A,0,0,0,0,0,0
J,A,5,A,A,0,0,0,0,0,0
Q,A,5,A,A,0,0,0,0,0,0
K,A,5,A,A,0,0,0,0,0,0
A,2,5,A,A,0,0,0,0,0,0
2,2,5,A,A,4,1,0,0,0,1
3,2,5,A,A,0,0,0,0,0,0
4,2,5,A,A,0,0,0,0,0,0
5,2,5,A,A,0,0,0,0,0,0
6,2,5,A,A,0,0,0,0,0,0
7,2,5,A,A,4,1,0,0,0,1
8,2,5,A,A,4,1,0,0,0,1
9,2,5,A,A,4,1,0,0,0,1
T,2,5,A,A,0,0,0,0,0,0
J,2,5,A,A,0,0,0,0,0,0
Q,2,5,A,A,0,0,0,0,0,0
K,2,5,A,A,0,0,0,0,0,0
A,3,5,A,A,0,0,0,0,0,0
2,3,5,A,A,0,0,0,0,0,0
3,3,5,A,A,4,1,0,0,0,1
4,3,5,A,A,0,0,0,0,0,0
5,3,5,A,A,0,0,0,0,0,0
6,3,5,A,A,4,1,0,0,0,1
7,3,5,A,A,4,1,0,0,0,1
8,3,5,A,A,4,1,0,0,0,1
9,3,5,A,A,0,0,0,0,0,0
T,3,5,A,A,0,0,0,0,0,0
J,3,5,A,A,0,0,0,0,0,0
Q,3,5,A,A,0,0,0,0,0,0
K,3,5,A,A,0,0,0,0,0,0
A,4,5,A,A,0,0,0,0,0,0
2,4,5,A,A,0,0,0,0,0,0
3,4,5,A,A,0,0,0,0,0,0
4,4,5,A,A,13,0,1,0,0,1
5,4,5,A,A,4,1,0,0,0,1
6,4,5,A,A,4,1,0,0,0,1
7,4,5,A,A,4,1,0,0,0,1
8,4,5,A,A,0,0,0,0,0,0
9,4,5,A,A,0,0,0,0,0,0
T,4,5,A,A,0,0,0,0,0,0
J,4,5,A,A,0,0,0,0,0,0
Q,4,5,A,A,0,0,0,0,0,0
K,4,5,A,A,0,0,0,0,0,0
A,5,5,A,A,0,0,0,0,0,0
2,5,5,A,A,0,0,0,0,0,0
3,5,5,A,A,0,0,0,0,0,0
4,5,5,A,A,4,1,0,0,0,1
5,5,5,A,A,13,0,1,0,0,1
6,5,5,A,A,4,1,0,0,0,1
7,5,5,A,A,0,0,0,0,0,0
8,5,5,A,A,0,0,0,0,0,0
9,5,5,A,A,0,0,0,0,0,0
T,5,5,A,A,0,0,0,0,0,0
J,5,5,A,A,0,0,0,0,0,0
Q,5,5,A,A,0,0,0,0,0,0
K,5,5,A,A,0,0,0,0,0,0
A,6,5,A,A,0,0,0,0,0,0
2,6,5,A,A,0,0,0,0,0,0
3,6,5,A,A,4,1,0,0,0,1
4,6,5,A,A,4,1,0,0,0,1
5,6,5,A,A,4,1,0,0,0,1
6,6,5,A,A,13,0,1,0,0,1
7,6,5,A,A,0,0,0,0,0,0
8,6,5,A,A,0,0,0,0,0,0
9,6,5,A,A,0,0,0,0,0,0
T,6,5,A,A,0,0,0,0,0,0
J,6,5,A,A,0,0,0,0,0,0
Q,6,5,A,A,0,0,0,0,0,0
K,6,5,A,A,0,0,0,0,0,0
A,7,5,A,A,0,0,0,0,0,0
2,7,5,A,A,4,1,0,0,0,1
3,7,5,A,A,4,1,0,0,0,1
4,7,5,A,A,4,1,0,0,0,1
5,7,5,A,A,0,0,0,0,0,0
6,7,5,A,A,0,0,0,0,0,0
7,7,5,A,A,4,1,0,0,0,1
8,7,5,A,A,0,0,0,0,0,0
9,7,5,A,A,0,0,0,0,0,0
T,7,5,A,A,0,0,0,0,0,0
J,7,5,A,A,0,0,0,0,0,0
Q,7,5,A,A,0,0,0,0,0,0
K,7,5,A,A,0,0,0,0,0,0
A,8,5,A,A,0,0,0,0,0,0
2,8,5,A,A,4,1,0,0,0,1
3,8,5,A,A,4,1,0,0,0,1
4,8,5,A,A,0,0,0,0,0,0
5,8,5,A,A,0,0,0,0,0,0
6,8,5,A,A,0,0,0,0,0,0
7,8,5,A,A,0,0,0,0,0,0
8,8,5,A,A,4,1,0,0,0,1
9,8,5,A,A,0,0,0,0,0,0
T,8,5,A,A,0,0,0,0,0,0
J,8,5,A,A,0,0,0,0,0,0
Q,8,5,A,A,0,0,0,0,0,0
K,8,5,A,A,0,0,0,0,0,0
A,9,5,A,A,0,0,0,0,0,0
2,9,5,A,A,4,1,0,0,0,1
3,9,5,A,A,0,0,0,0,0,0
4,9,5,A,A,0,0,0,0,0,0
5,9,5,A,A,0,0,0,0,0,0
6,9,5,A,A,0,0,0,0,0,0
7,9,5,A,A,0,0,0,0,0,0
8,9,5,A,A,0,0,0,0,0,0
9,9,5,A,A,4,1,0,0,0,1
T,9,5,A,A,0,0,0,0,0,0
J,9,5,A,A,0,0,0,0,0,0
Q,9,5,A,A,0,0,0,0,0,0
K,9,5,A,A,0,0,0,0,0,0
A,T,5,A,A,0,0,0,0,0,0
2,T,5,A,A,0,0,0,0,0,0
3,T,5,A,A,0,0,0,0,0,0
4,T,5,A,A,0,0,0,0,0,0
5,T,5,A,A,0,0,0,0,0,0
6,T,5,A,A,0,0,0,0,0,0
7,T,5,A,A,0,0,0,0,0,0
8,T,5,A,A,0,0,0,0,0,0
9,T,5,A,A,0,0,0,0,0,0
T,T,5,A,A,0,0,0,0,0,0
J,T,5,A,A,0,0,0,0,0,0
Q,T,5,A,A,0,0,0,0,0,0
K,T,5,A,A,0,0,0,0,0,0
A,J,5,A,A,0,0,0,0,0,0
2,J,5,A,A,0,0,0,0,0,0
3,J,5,A,A,0,0,0,0,0,0
4,J,5,A,A,0,0,0,0,0,0
5,J,5,A,A,0,0,0,0,0,0
6,J,5,A,A,0,0,0,0,0,0
7,J,5,A,A,0,0,0,0,0,0
8,J,5,A,A,0,0,0,0,0,0
9,J,5,A,A,0,0,0,0,0,0
T,J,5,A,A,0,0,0,0,0,0
J,J,5,A,A,0,0,0,0,0,0
Q,J,5,A,A,0,0,0,0,0,0
K,J,5,A,A,0,0,0,0,0,0
A,Q,5,A,A,0,0,0,0,0,0
2,Q,5,A,A,0,0,0,0,0,0
3,Q,5,A,A,0,0,0,0,0,0
4,Q,5,A,A,0,0,0,0,0,0
5,Q,5,A,A,0,0,0,0,0,0
6,Q,5,A,A,0,0,0,0,0,0
7,Q,5,A,A,0,0,0,0,0,0
8,Q,5,A,A,0,0,0,0,0,0
9,Q,5,A,A,0,0,0,0,0,0
T,Q,5,A,A,0,0,0,0,0,0
J,Q,5,A,A,0,0,0,0,0,0
Q,Q,5,A,A,0,0,0,0,0,0
K,Q,5,A,A,0,0,0,0,0,0
A,K,5,A,A,0,0,0,0,0,0
2,K,5,A,A,0,0,0,0,0,0
3,K,5,A,A,0,0,0,0,0,0
4,K,5,A,A,0,0,0,0,0,0
5,K,5,A,A,0,0,0,0,0,0
6,K,5,A,A,0,0,0,0,0,0
7,K,5,A,A,0,0,0,0,0,0
8,K,5,A,A,0,0,0,0,0,0
9,K,5,A,A,0,0,0,0,0,0
T,K,5,A,A,0,0,0,0,0,0
J,K,5,A,A,0,0,0,0,0,0
Q,K,5,A,A,0,0,0,0,0,0
K,K,5,A,A,0,0,0,0,0,0
A,A,6,A,A,31,0,0,1,0,1
2,A,6,A,A,0,0,0,0,0,0
3,A,6,A,A,0,0,0,0,0,0
4,A,6,A,A,0,0,0,0,0,0
5,A,6,A,A,0,0,0,0,0,0
6,A,6,A,A,0,0,0,0,0,0
7,A,6,A,A,0,0,0,0,0,0
8,A,6,A,A,0,0,0,0,0,0
9,A,6,A,A,0,0,0,0,0,0
T,A,6,A,A,0,0,0,0,0,0
J,A,6,A,A,0,0,0,0,0,0
Q,A,6,A,A,0,0,0,0,0,0
K,A,6,A,A,0,0,0,0,0,0
A,2,6,A,A,0,0,0,0,0,0
2,2,6,A,A,4,1,0,0,0,1
3,2,6,A,A,0,0,0,0,0,0
4,2,6,A,A,0,0,0,0,0,0
5,2,6,A,A,0,0,0,0,0,0
6,2,6,A,A,0,0,0,0,0,0
7,2,6,A,A,4,1,0,0,0,1
8,2,6,A,A,4,1,0,0,0,1
9,2,6,A,A,4,1,0,0,0,1
T,2,6,A,A,0,0,0,0,0,0
J,2,6,A,A,0,0,0,0,0,0
Q,2,6,A,A,0,0,0,0,0,0
K,2,6,A,A,0,0,0,0,0,0
A,3,6,A,A,0,0,0,0,0,0
2,3,6,A,A,0,0,0,0,0,0
3,3,6,A,A,13,0,1,0,0,1
4,3,6,A,A,0,0,0,0,0,0
5,3,6,A,A,0,0,0,0,0,0
6,3,6,A,A,4,1,0,0,0,1
7,3,6,A,A,4,1,0,0,0,1
8,3,6,A,A,4,1,0,0,0,1
9,3,6,A,A,0,0,0,0,0,0
T,3,6,A,A,0,0,0,0,0,0
J,3,6,A,A,0,0,0,0,0,0
Q,3,6,A,A,0,0,0,0,0,0
K,3,6,A,A,0,0,0,0,0,0
A,4,6,A,A,0,0,0,0,0,0
2,4,6,A,A,0,0,0,0,0,0
3,4,6,A,A,0,0,0,0,0,0
4,4,6,A,A,13,0,1,0,0,1
5,4,6,A,A,4,1,0,0,0,1
6,4,6,A,A,4,1,0,0,0,1
7,4,6,A,A,4,1,0,0,0,1
8,4,6,A,A,0,0,0,0,0,0
9,4,6,A,A,0,0,0,0,0,0
T,4,6,A,A,0,0,0,0,0,0
J,4,6,A,A,0,0,0,0,0,0
Q,4,6,A,A,0,0,0,0,0,0
K,4,6,A,A,0,0,0,0,0,0
A,5,6,A,A,0,0,0,0,0,0
2,5,6,A,A,0,0,0,0,0,0
3,5,6,A,A,0,0,0,0,0,0
4,5,6,A,A,4,1,0,0,0,1
5,5,6,A,A,13,0,1,0,0,1
6,5,6,A,A,4,1,0,0,0,1
7,5,6,A,A,0,0,0,0,0,0
8,5,6,A,A,0,0,0,0,0,0
9,5,6,A,A,0,0,0,0,0,0
T,5,6,A,A,0,0,0,0,0,0
J,5,6,A,A,0,0,0,0,0,0
Q,5,6,A,A,0,0,0,0,0,0
K,5,6,A,A,0,0,0,0,0,0
A,6,6,A,A,0,0,0,0,0,0
2,6,6,A,A,0,0,0,0,0,0
3,6,6,A,A,4,1,0,0,0,1
4,6,6,A,A,4,1,0,0,0,1
5,6,6,A,A,4,1,0,0,0,1
6,6,6,A,A,13,0,1,0,0,1
7,6,6,A,A,0,0,0,0,0,0
8,6,6,A,A,0,0,0,0,0,0
9,6,6,A,A,0,0,0,0,0,0
T,6,6,A,A,0,0,0,0,0,0
J,6,6,A,A,0,0,0,0,0,0
Q,6,6,A,A,0,0,0,0,0,0
K,6,6,A,A,0,0,0,0,0,0
A,7,6,A,A,0,0,0,0,0,0
2,7,6,A,A,4,1,0,0,0,1
3,7,6,A,A,4,1,0,0,0,1
4,7,6,A,A,4,1,0,0,0,1
5,7,6,A,A,0,0,0,0,0,0
6,7,6,A,A,0,0,0,0,0,0
7,7,6,A,A,4,1,0,0,0,1
8,7,6,A,A,0,0,0,0,0,0
9,7,6,A,A,0,0,0,0,0,0
T,7,6,A,A,0,0,0,0,0,0
J,7,6,A,A,0,0,0,0,0,0
Q,7,6,A,A,0,0,0,0,0,0
K,7,6,A,A,0,0,0,0,0,0
A,8,6,A,A,0,0,0,0,0,0
2,8,6,A,A,4,1,0,0,0,1
3,8,6,A,A,4,1,0,0,0,1
4,8,6,A,A,0,0,0,0,0,0
5,8,6,A,A,0,0,0,0,0,0
6,8,6,A,A,0,0,0,0,0,0
7,8,6,A,A,0,0,0,0,0,0
8,8,6,A,A,4,1,0,0,0,1
9,8,6,A,A,0,0,0,0,0,0
T,8,6,A,A,0,0,0,0,0,0
J,8,6,A,A,0,0,0,0,0,0
Q,8,6,A,A,0,0,0,0,0,0
K,8,6,A,A,0,0,0,0,0,0
A,9,6,A,A,0,0,0,0,0,0
2,9,6,A,A,4,1,0,0,0,1
3,9,6,A,A,0,0,0,0,0,0
4,9,6,A,A,0,0,0,0,0,0
5,9,6,A,A,0,0,0,0,0,0
6,9,6,A,A,0,0,0,0,0,0
7,9,6,A,A,0,0,0,0,0,0
8,9,6,A,A,0,0,0,0,0,0
9,9,6,A,A,4,1,0,0,0,1
T,9,6,A,A,0,0,0,0,0,0
J,9,6,A,A,0,0,0,0,0,0
Q,9,6,A,A,0,0,0,0,0,0
K,9,6,A,A,0,0,0,0,0,0
A,T,6,A,A,0,0,0,0,0,0
2,T,6,A,A,0,0,0,0,0,0
3,T,6,A,A,0,0,0,0,0,0
4,T,6,A,A,0,0,0,0,0,0
5,T,6,A,A,0,0,0,0,0,0
6,T,6,A,A,0,0,0,0,0,0
7,T,6,A,A,0,0,0,0,0,0
8,T,6,A,A,0,0,0,0,0,0
9,T,6,A,A,0,0,0,0,0,0
T,T,6,A,A,0,0,0,0,0,0
J,T,6,A,A,0,0,0,0,0,0
Q,T,6,A,A,0,0,0,0,0,0
K,T,6,A,A,0,0,0,0,0,0
A,J,6,A,A,0,0,0,0,0,0
2,J,6,A,A,0,0,0,0,0,0
3,J,6,A,A,0,0,0,0,0,0
4,J,6,A,A,0,0,0,0,0,0
5,J,6,A,A,0,0,0,0,0,0
6,J,6,A,A,0,0,0,0,0,0
7,J,6,A,A,0,0,0,0,0,0
8,J,6,A,A,0,0,0,0,0,0
9,J,6,A,A,0,0,0,0,0,0
T,J,6,A,A,0,0,0,0,0,0
J,J,6,A,A,0,0,0,0,0,0
Q,J,6,A,A,0,0,0,0,0,0
K,J,6,A,A,0,0,0,0,0,0
A,Q,6,A,A,0,0,0,0,0,0
2,Q,6,A,A,0,0,0,0,0,0
3,Q,6,A,A,0,0,0,0,0,0
4,Q,6,A,A,0,0,0,0,0,0
5,Q,6,A,A,0,0,0,0,0,0
6,Q,6,A,A,0,0,0,0,0,0
7,Q,6,A,A,0,0,0,0,0,0
8,Q,6,A,A,0,0,0,0,0,0
9,Q,6,A,A,0,0,0,0,0,0
T,Q,6,A,A,0,0,0,0,0,0
J,Q,6,A,A,0,0,0,0,0,0
Q,Q,6,A,A,0,0,0,0,0,0
K,Q,6,A,A,0,0,0,0,0,0
A,K,6,A,A,0,0,0,0,0,0
2,K,6,A,A,0,0,0,0,0,0
3,K,6,A,A,0,0,0,0,0,0
4,K,6,A,A,0,0,0,0,0,0
5,K,6,A,A,0,0,0,0,0,0
6,K,6,A,A,0,0,0,0,0,0
7,K,6,A,A,0,0,0,0,0,0
8,K,6,A,A,0,0,0,0,0,0
9,K,6,A,A,0,0,0,0,0,0
T,K,6,A,A,0,0,0,0,0,0
J,K,6,A,A,0,0,0,0,0,0
Q,K,6,A,A,0,0,0,0,0,0
K,K,6,A,A,0,0,0,0,0,0
A,A,7,A,A,31,0,0,1,0,1
2,A,7,A,A,0,0,0,0,0,0
3,A,7,A,A,0,0,0,0,0,0
4,A,7,A,A,0,0,0,0,0,0
5,A,7,A,A,0,0,0,0,0,0
6,A,7,A,A,0,0,0,0,0,0
7,A,7,A,A,0,0,0,0,0,0
8,A,7,A,A,0,0,0,0,0,0
9,A,7,A,A,0,0,0,0,0,0
T,A,7,A,A,0,0,0,0,0,0
J,A,7,A,A,0,0,0,0,0,0
Q,A,7,A,A,0,0,0,0,0,0
K,A,7,A,A,0,0,0,0,0,0
A,2,7,A,A,0,0,0,0,0,0
2,2,7,A,A,13,0,1,0,0,1
3,2,7,A,A,0,0,0,0,0,0
4,2,7,A,A,0,0,0,0,0,0
5,2,7,A,A,0,0,0,0,0,0
6,2,7,A,A,0,0,0,0,0,0
7,2,7,A,A,4,1,0,0,0,1
8,2,7,A,A,4,1,0,0,0,1
9,2,7,A,A,4,1,0,0,0,1
T,2,7,A,A,0,0,0,0,0,0
J,2,7,A,A,0,0,0,0,0,0
Q,2,7,A,A,0,0,0,0,0,0
K,2,7,A,A,0,0,0,0,0,0
A,3,7,A,A,0,0,0,0,0,0
2,3,7,A,A,0,0,0,0,0,0
3,3,7,A,A,13,0,1,0,0,1
4,3,7,A,A,0,0,0,0,0,0
5,3,7,A,A,0,0,0,0,0,0
6,3,7,A,A,4,1,0,0,0,1
7,3,7,A,A,4,1,0,0,0,1
8,3,7,A,A,4,1,0,0,0,1
9,3,7,A,A,0,0,0,0,0,0
T,3,7,A,A,0,0,0,0,0,0
J,3,7,A,A,0,0,0,0,0,0
Q,3,7,A,A,0,0,0,0,0,0
K,3,7,A,A,0,0,0,0,0,0
A,4,7,A,A,0,0,0,0,0,0
2,4,7,A,A,0,0,0,0,0,0
3,4,7,A,A,0,0,0,0,0,0
4,4,7,A,A,13,0,1,0,0,1
5,4,7,A,A,4,1,0,0,0,1
6,4,7,A,A,4,1,0,0,0,1
7,4,7,A,A,4,1,0,0,0,1
8,4,7,A,A,0,0,0,0,0,0
9,4,7,A,A,0,0,0,0,0,0
T,4,7,A,A,0,0,0,0,0,0
J,4,7,A,A,0,0,0,0,0,0
Q,4,7,A,A,0,0,0,0,0,0
K,4,7,A,A,0,0,0,0,0,0
A,5,7,A,A,0,0,0,0,0,0
2,5,7,A,A,0,0,0,0,0,0
3,5,7,A,A,0,0,0,0,0,0
4,5,7,A,A,4,1,0,0,0,1
5,5,7,A,A,4,1,0,0,0,1
6,5,7,A,A,4,1,0,0,0,1
7,5,7,A,A,0,0,0,0,0,0
8,5,7,A,A,0,0,0,0,0,0
9,5,7,A,A,0,0,0,0,0,0
T,5,7,A,A,0,0,0,0,0,0
J,5,7,A,A,0,0,0,0,0,0
Q,5,7,A,A,0,0,0,0,0,0
K,5,7,A,A,0,0,0,0,0,0
A,6,7,A,A,0,0,0,0,0,0
2,6,7,A,A,0,0,0,0,0,0
3,6,7,A,A,4,1,0,0,0,1
4,6,7,A,A,4,1,0,0,0,1
5,6,7,A,A,4,1,0,0,0,1
6,6,7,A,A,4,1,0,0,0,1
7,6,7,A,A,0,0,0,0,0,0
8,6,7,A,A,0,0,0,0,0,0
9,6,7,A,A,0,0,0,0,0,0
T,6,7,A,A,0,0,0,0,0,0
J,6,7,A,A,0,0,0,0,0,0
Q,6,7,A,A,0,0,0,0,0,0
K,6,7,A,A,0,0,0,0,0,0
A,7,7,A,A,0,0,0,0,0,0
2,7,7,A,A,4,1,0,0,0,1
3,7,7,A,A,4,1,0,0,0,1
4,7,7,A,A,4,1,0,0,0,1
5,7,7,A,A,0,0,0,0,0,0
6,7,7,A,A,0,0,0,0,0,0
7,7,7,A,A,13,0,1,0,0,1
8,7,7,A,A,0,0,0,0,0,0
9,7,7,A,A,0,0,0,0,0,0
T,7,7,A,A,0,0,0,0,0,0
J,7,7,A,A,0,0,0,0,0,0
Q,7,7,A,A,0,0,0,0,0,0
K,7,7,A,A,0,0,0,0,0,0
A,8,7,A,A,0,0,0,0,0,0
2,8,7,A,A,4,1,0,0,0,1
3,8,7,A,A,4,1,0,0,0,1
4,8,7,A,A,0,0,0,0,0,0
5,8,7,A,A,0,0,0,0,0,0
6,8,7,A,A,0,0,0,0,0,0
7,8,7,A,A,0,0,0,0,0,0
8,8,7,A,A,4,1,0,0,0,1
9,8,7,A,A,0,0,0,0,0,0
T,8,7,A,A,0,0,0,0,0,0
J,8,7,A,A,0,0,0,0,0,0
Q,8,7,A,A,0,0,0,0,0,0
K,8,7,A,A,0,0,0,0,0,0
A,9,7,A,A,0,0,0,0,0,0
2,9,7,A,A,4,1,0,0,0,1
3,9,7,A,A,0,0,0,0,0,0
4,9,7,A,A,0,0,0,0,0,0
5,9,7,A,A,0,0,0,0,0,0
6,9,7,A,A,0,0,0,0,0,0
7,9,7,A,A,0,0,0,0,0,0
8,9,7,A,A,0,0,0,0,0,0
9,9,7,A,A,4,1,0,0,0,1
T,9,7,A,A,0,0,0,0,0,0
J,9,7,A,A,0,0,0,0,0,0
Q,9,7,A,A,0,0,0,0,0,0
K,9,7,A,A,0,0,0,0,0,0
A,T,7,A,A,0,0,0,0,0,0
2,T,7,A,A,0,0,0,0,0,0
3,T,7,A,A,0,0,0,0,0,0
4,T,7,A,A,0,0,0,0,0,0
5,T,7,A,A,0,0,0,0,0,0
6,T,7,A,A,0,0,0,0,0,0
7,T,7,A,A,0,0,0,0,0,0
8,T,7,A,A,0,0,0,0,0,0
9,T,7,A,A,0,0,0,0,0,0
T,T,7,A,A,0,0,0,0,0,0
J,T,7,A,A,0,0,0,0,0,0
Q,T,7,A,A,0,0,0,0,0,0
K,T,7,A,A,0,0,0,0,0,0
A,J,7,A,A,0,0,0,0,0,0
2,J,7,A,A,0,0,0,0,0,0
3,J,7,A,A,0,0,0,0,0,0
4,J,7,A,A,0,0,0,0,0,0
5,J,7,A,A,0,0,0,0,0,0
6,J,7,A,A,0,0,0,0,0,0
7,J,7,A,A,0,0,0,0,0,0
8,J,7,A,A,0,0,0,0,0,0
9,J,7,A,A,0,0,0,0,0,0
T,J,7,A,A,0,0,0,0,0,0
J,J,7,A,A,0,0,0,0,0,0
Q,J,7,A,A,0,0,0,0,0,0
K,J,7,A,A,0,0,0,0,0,0
A,Q,7,A,A,0,0,0,0,0,0
2,Q,7,A,A,0,0,0,0,0,0
3,Q,7,A,A,0,0,0,0,0,0
4,Q,7,A,A,0,0,0,0,0,0
5,Q,7,A,A,0,0,0,0,0,0
6,Q,7,A,A,0,0,0,0,0,0
7,Q,7,A,A,0,0,0,0,0,0
8,Q,7,A,A,0,0,0,0,0,0
9,Q,7,A,A,0,0,0,0,0,0
T,Q,7,A,A,0,0,0,0,0,0
J,Q,7,A,A,0,0,0,0,0,0
Q,Q,7,A,A,0,0,0,0,0,0
K,Q,7,A,A,0,0,0,0,0,0
A,K,7,A,A,0,0,0,0,0,0
2,K,7,A,A,0,0,0,0,0,0
3,K,7,A,A,0,0,0,0,0,0
4,K,7,A,A,0,0,0,0,0,0
5,K,7,A,A,0,0,0,0,0,0
6,K,7,A,A,0,0,0,0,0,0
7,K,7,A,A,0,0,0,0,0,0
8,K,7,A,A,0,0,0,0,0,0
9,K,7,A,A,0,0,0,0,0,0
T,K,7,A,A,0,0,0,0,0,0
J,K,7,A,A,0,0,0,0,0,0
Q,K,7,A,A,0,0,0,0,0,0
K,K,7,A,A,0,0,0,0,0,0
A,A,8,A,A,31,0,0,1,0,1
2,A,8,A,A,0,0,0,0,0,0
3,A,8,A,A,0,0,0,0,0,0
4,A,8,A,A,0,0,0,0,0,0
5,A,8,A,A,0,0,0,0,0,0
6,A,8,A,A,0,0,0,0,0,0
7,A,8,A,A,0,0,0,0,0,0
8,A,8,A,A,0,0,0,0,0,0
9,A,8,A,A,0,0,0,0,0,0
T,A,8,A,A,0,0,0,0,0,0
J,A,8,A,A,0,0,0,0,0,0
Q,A,8,A,A,0,0,0,0,0,0
K,A,8,A,A,0,0,0,0,0,0
A,2,8,A,A,0,0,0,0,0,0
2,2,8,A,A,13,0,1,0,0,1
3,2,8,A,A,0,0,0,0,0,0
4,2,8,A,A,0,0,0,0,0,0
5,2,8,A,A,0,0,0,0,0,0
6,2,8,A,A,0,0,0,0,0,0
7,2,8,A,A,4,1,0,0,0,1
8,2,8,A,A,4,1,0,0,0,1
9,2,8,A,A,4,1,0,0,0,1
T,2,8,A,A,0,0,0,0,0,0
J,2,8,A,A,0,0,0,0,0,0
Q,2,8,A,A,0,0,0,0,0,0
K,2,8,A,A,0,0,0,0,0,0
A,3,8,A,A,0,0,0,0,0,0
2,3,8,A,A,0,0,0,0,0,0
3,3,8,A,A,13,0,1,0,0,1
4,3,8,A,A,0,0,0,0,0,0
5,3,8,A,A,0,0,0,0,0,0
6,3,8,A,A,4,1,0,0,0,1
7,3,8,A,A,4,1,0,0,0,1
8,3,8,A,A,4,1,0,0,0,1
9,3,8,A,A,0,0,0,0,0,0
T,3,8,A,A,0,0,0,0,0,0
J,3,8,A,A,0,0,0,0,0,0
Q,3,8,A,A,0,0,0,0,0,0
K,3,8,A,A,0,0,0,0,0,0
A,4,8,A,A,0,0,0,0,0,0
2,4,8,A,A,0,0,0,0,0,0
3,4,8,A,A,0,0,0,0,0,0
4,4,8,A,A,4,1,0,0,0,1
5,4,8,A,A,4,1,0,0,0,1
6,4,8,A,A,4,1,0,0,0,1
7,4,8,A,A,4,1,0,0,0,1
8,4,8,A,A,0,0,0,0,0,0
9,4,8,A,A,0,0,0,0,0,0
T,4,8,A,A,0,0,0,0,0,0
J,4,8,A,A,0,0,0,0,0,0
Q,4,8,A,A,0,0,0,0,0,0
K,4,8,A,A,0,0,0,0,0,0
A,5,8,A,A,0,0,0,0,0,0
2,5,8,A,A,0,0,0,0,0,0
3,5,8,A,A,0,0,0,0,0,0
4,5,8,A,A,4,1,0,0,0,1
5,5,8,A,A,4,1,0,0,0,1
6,5,8,A,A,4,1,0,0,0,1
7,5,8,A,A,0,0,0,0,0,0
8,5,8,A,A,0,0,0,0,0,0
9,5,8,A,A,0,0,0,0,0,0
T,5,8,A,A,0,0,0,0,0,0
J,5,8,A,A,0,0,0,0,0,0
Q,5,8,A,A,0,0,0,0,0,0
K,5,8,A,A,0,0,0,0,0,0
A,6,8,A,A,0,0,0,0,0,0
2,6,8,A,A,0,0,0,0,0,0
3,6,8,A,A,4,1,0,0,0,1
4,6,8,A,A,4,1,0,0,0,1
5,6,8,A,A,4,1,0,0,0,1
6,6,8,A,A,4,1,0,0,0,1
7,6,8,A,A,0,0,0,0,0,0
8,6,8,A,A,0,0,0,0,0,0
